"","ID","DateTime","Date","Time","names","NPQ","Pulse"
"94"," 12-6-2021 0:16:24 ",2021-06-12 00:16:24," 12-6-2021","0:16:24 ","NPQ_3",0.516794599597147,420
"95"," 12-6-2021 0:16:24 ",2021-06-12 00:16:24," 12-6-2021","0:16:24 ","NPQ_4",0.400311604764537,600
"96"," 12-6-2021 0:16:24 ",2021-06-12 00:16:24," 12-6-2021","0:16:24 ","NPQ_5",0.314431287446337,1200
"97"," 12-6-2021 0:16:24 ",2021-06-12 00:16:24," 12-6-2021","0:16:24 ","NPQ_6",0.277194590877836,1800
"98"," 12-6-2021 0:16:24 ",2021-06-12 00:16:24," 12-6-2021","0:16:24 ","NPQ_7",0.271540708287696,2400
"99"," 12-6-2021 0:29:31 ",2021-06-12 00:29:31," 12-6-2021","0:29:31 ","NPQ_1",0.478433569282477,120
"100"," 12-6-2021 0:29:31 ",2021-06-12 00:29:31," 12-6-2021","0:29:31 ","NPQ_2",0.336832895888014,300
"101"," 12-6-2021 0:29:31 ",2021-06-12 00:29:31," 12-6-2021","0:29:31 ","NPQ_3",0.31515288788222,420
"102"," 12-6-2021 0:29:31 ",2021-06-12 00:29:31," 12-6-2021","0:29:31 ","NPQ_4",0.288592987128273,600
"103"," 12-6-2021 0:29:31 ",2021-06-12 00:29:31," 12-6-2021","0:29:31 ","NPQ_5",0.238513715285184,1200
"104"," 12-6-2021 0:29:31 ",2021-06-12 00:29:31," 12-6-2021","0:29:31 ","NPQ_6",0.193848178304137,1800
"105"," 12-6-2021 0:29:31 ",2021-06-12 00:29:31," 12-6-2021","0:29:31 ","NPQ_7",0.171921043071085,2400
"106"," 12-6-2021 0:44:13 ",2021-06-12 00:44:13," 12-6-2021","0:44:13 ","NPQ_1",0.72422571064913,120
"107"," 12-6-2021 0:44:13 ",2021-06-12 00:44:13," 12-6-2021","0:44:13 ","NPQ_2",0.344137588887051,300
"108"," 12-6-2021 0:44:13 ",2021-06-12 00:44:13," 12-6-2021","0:44:13 ","NPQ_3",0.18769635420472,420
"109"," 12-6-2021 0:44:13 ",2021-06-12 00:44:13," 12-6-2021","0:44:13 ","NPQ_4",0.070671145359942,600
"110"," 12-6-2021 0:44:13 ",2021-06-12 00:44:13," 12-6-2021","0:44:13 ","NPQ_5",0.0352162007259759,1200
"111"," 12-6-2021 0:44:13 ",2021-06-12 00:44:13," 12-6-2021","0:44:13 ","NPQ_6",0.0288607594936709,1800
"112"," 12-6-2021 0:44:13 ",2021-06-12 00:44:13," 12-6-2021","0:44:13 ","NPQ_7",0.0288607594936709,2400
"113"," 13-6-2021 23:00:40 ",2021-06-13 23:00:40," 13-6-2021","23:00:40 ","NPQ_1",1.1686121919585,120
"114"," 13-6-2021 23:00:40 ",2021-06-13 23:00:40," 13-6-2021","23:00:40 ","NPQ_2",0.361933206625034,300
"115"," 13-6-2021 23:00:40 ",2021-06-13 23:00:40," 13-6-2021","23:00:40 ","NPQ_3",0.341637690573536,420
"116"," 13-6-2021 23:00:40 ",2021-06-13 23:00:40," 13-6-2021","23:00:40 ","NPQ_4",0.326783555018138,600
"117"," 13-6-2021 23:00:40 ",2021-06-13 23:00:40," 13-6-2021","23:00:40 ","NPQ_5",0.305909919291851,1200
"118"," 13-6-2021 23:00:40 ",2021-06-13 23:00:40," 13-6-2021","23:00:40 ","NPQ_6",0.28879753340185,1800
"119"," 13-6-2021 23:00:40 ",2021-06-13 23:00:40," 13-6-2021","23:00:40 ","NPQ_7",0.284178187403994,2400
"120"," 13-6-2021 23:12:16 ",2021-06-13 23:12:16," 13-6-2021","23:12:16 ","NPQ_1",0.654949427955563,120
"121"," 13-6-2021 23:12:16 ",2021-06-13 23:12:16," 13-6-2021","23:12:16 ","NPQ_2",0.414741318214033,300
